date,signal_date,action,amount,execution_price_mode,spy_trade_price,qqq_trade_price,spy_weight,qqq_weight,regime,panic_tier,satellite_signal,reason,multiplier,core_spy_weight,core_qqq_weight,satellite_spy_weight,satellite_qqq_weight,cash_reservoir_pct,proceeds,trim_spy_frac,trim_qqq_frac
2008-01-03,2008-01-02,INITIAL_ALLOC,100000.0,next_open,103.4813,43.3568,0.5,0.5,fair,0.0,neutral_satellite,CAPE=26.0:fair; below_sma200_cap; neutral_satellite,,,,,,,,,
2008-01-03,2008-01-02,DCA_BUY,1000.0,next_open,103.4813,43.3568,0.5,0.5,fair,0.0,neutral_satellite,CAPE=26.0:fair; below_sma200_cap; neutral_satellite,0.5,0.4,0.4,0.1,0.1,0.019635386735847388,,,
2008-01-10,2008-01-09,DCA_BUY,2500.0,next_open,99.7466,40.7937,0.45,0.55,fair,1.0,dip_buy_satellite_balanced_or_qqq_tilt,"CAPE=26.0:fair; falling_knife_guard; panic_ladder_1:tier1_dip:VIX=24.1,RSI=36.6,DD=-9.8%; dip_buy_satellite_balanced_or_qqq_tilt",1.25,0.4,0.4,0.05,0.15,0.030066743282269586,,,
2008-01-17,2008-01-16,DCA_BUY,2500.0,next_open,98.4112,39.7702,0.45,0.55,cheap,1.0,dip_buy_satellite_balanced_or_qqq_tilt,"CAPE=24.0:cheap; falling_knife_guard; panic_ladder_1:tier1_dip:VIX=24.4,RSI=32.8,DD=-12.0%; dip_buy_satellite_balanced_or_qqq_tilt",1.5,0.4,0.4,0.05,0.15,0.02533892184409706,,,
2008-01-23,2008-01-22,MONTHLY_TRIM,,next_open,90.7559,36.5879,,,cheap,,,"CAPE=24.0:cheap; falling_knife_guard; panic_ladder_2:tier1_dip:VIX=31.0,RSI=24.3,DD=-16.0%,tier2_panic:VIX=31.0,RSI=24.3,DD=-16.0%; risk_off_satellite_to_spy; monthly_risk_off_trim",,,,,,,4497.89,0.0,0.1
2008-01-24,2008-01-23,DCA_BUY,3000.0,next_open,96.0332,38.007,0.6000000000000001,0.4,cheap,1.0,risk_off_satellite_to_spy,"CAPE=24.0:cheap; falling_knife_guard; panic_ladder_1:tier1_dip:VIX=29.0,RSI=34.4,DD=-14.0%; risk_off_satellite_to_spy",1.5,0.4,0.4,0.2,0.0,0.06685935004379455,,,
2008-01-31,2008-01-30,DCA_BUY,1000.0,next_open,95.262,37.7318,0.6000000000000001,0.4,cheap,0.0,risk_off_satellite_to_spy,CAPE=24.0:cheap; below_sma200_cap; risk_off_satellite_to_spy,0.5,0.4,0.4,0.2,0.0,0.05502343700025607,,,
2008-02-07,2008-02-06,DCA_BUY,3000.0,next_open,94.1194,36.4073,0.6000000000000001,0.4,cheap,1.0,risk_off_satellite_to_spy,"CAPE=24.0:cheap; falling_knife_guard; panic_ladder_1:tier1_dip:VIX=29.0,RSI=39.2,DD=-14.5%; risk_off_satellite_to_spy",1.5,0.4,0.4,0.2,0.0,0.0651906828237072,,,
2008-02-14,2008-02-13,DCA_BUY,1000.0,next_open,97.797,38.5747,0.6000000000000001,0.4,cheap,0.0,qqq_weak_satellite_to_spy,CAPE=24.0:cheap; below_sma200_cap; qqq_weak_satellite_to_spy,0.5,0.4,0.4,0.2,0.0,0.05235118189239186,,,
2008-02-21,2008-02-20,DCA_BUY,1000.0,next_open,97.59,38.1533,0.6000000000000001,0.4,cheap,0.0,qqq_weak_satellite_to_spy,CAPE=23.5:cheap; below_sma200_cap; qqq_weak_satellite_to_spy,0.5,0.4,0.4,0.2,0.0,0.061316741636105905,,,
2008-02-28,2008-02-27,DCA_BUY,1000.0,next_open,98.0042,37.9468,0.6000000000000001,0.4,cheap,0.0,qqq_weak_satellite_to_spy,CAPE=23.5:cheap; below_sma200_cap; qqq_weak_satellite_to_spy,0.5,0.4,0.4,0.2,0.0,0.06862646861011362,,,
2008-03-06,2008-03-05,DCA_BUY,1000.0,next_open,94.962,37.061,0.6000000000000001,0.4,cheap,0.0,qqq_weak_satellite_to_spy,CAPE=23.5:cheap; below_sma200_cap; qqq_weak_satellite_to_spy,0.5,0.4,0.4,0.2,0.0,0.0785066277887639,,,
2008-03-13,2008-03-12,DCA_BUY,3000.0,next_open,92.5555,36.3213,0.6000000000000001,0.4,cheap,2.0,risk_off_satellite_to_spy,"CAPE=23.5:cheap; falling_knife_guard; panic_ladder_2:tier2_panic:VIX=27.2,RSI=42.7,DD=-15.6%; risk_off_satellite_to_spy",1.5,0.4,0.4,0.2,0.0,0.08730161234162465,,,
